0,0
0.01,0
0.02,0
0.03,0
0.04,1E-12
0.05,3E-12
0.06,7E-12
0.07,1.4E-11
0.08,2.6E-11
0.09,4.5E-11
0.1,7.4E-11
0.11,1.14E-10
0.12,1.69E-10
0.13,2.41E-10
0.14,3.34E-10
0.15,4.49E-10
0.16,5.89E-10
0.17,7.56E-10
0.18,9.52E-10
0.19,1.177E-09
0.2,1.432E-09
0.21,1.717E-09
0.22,2.032E-09
0.23,2.375E-09
0.24,2.746E-09
0.25,3.142E-09
0.26,3.562E-09
0.27,4.003E-09
0.28,4.463E-09
0.29,4.94E-09
0.3,5.43E-09
0.31,5.931E-09
0.32,6.441E-09
0.33,6.958E-09
0.34,7.48E-09
0.35,8.004E-09
0.36,8.53E-09
0.37,9.056E-09
0.38,9.582E-09
0.39,1.0106E-08
0.4,1.0628E-08
0.41,1.1148E-08
0.42,1.1667E-08
0.43,1.2184E-08
0.44,1.27E-08
0.45,1.3216E-08
0.46,1.3732E-08
0.47,1.4249E-08
0.48,1.4768E-08
0.49,1.5289E-08
0.5,1.5814E-08
0.51,1.6343E-08
0.52,1.6877E-08
0.53,1.7416E-08
0.54,1.7961E-08
0.55,1.8512E-08
0.56,1.9069E-08
0.57,1.9633E-08
0.58,2.0204E-08
0.59,2.0782E-08
0.6,2.1367E-08
0.61,2.1958E-08
0.62,2.2556E-08
0.63,2.316E-08
0.64,2.377E-08
0.65,2.4386E-08
0.66,2.5008E-08
0.67,2.5635E-08
0.68,2.6267E-08
0.69,2.6904E-08
0.7,2.7546E-08
0.71,2.8192E-08
0.72,2.8843E-08
0.73,2.9498E-08
0.74,3.0157E-08
0.75,3.0821E-08
0.76,3.1488E-08
0.77,3.216E-08
0.78,3.2836E-08
0.79,3.3517E-08
0.8,3.4202E-08
0.81,3.4891E-08
0.82,3.5586E-08
0.83,3.6285E-08
0.84,3.6989E-08
0.85,3.7698E-08
0.86,3.8412E-08
0.87,3.9131E-08
0.88,3.9855E-08
0.89,4.0585E-08
0.9,4.1321E-08
0.91,4.2062E-08
0.92,4.2808E-08
0.93,4.356E-08
0.94,4.4318E-08
0.95,4.5081E-08
0.96,4.585E-08
0.97,4.6625E-08
0.98,4.7405E-08
0.99,4.8191E-08
1,4.8982E-08
1.01,4.9779E-08
1.02,5.0581E-08
1.03,5.1389E-08
1.04,5.2202E-08
1.05,5.3021E-08
1.06,5.3845E-08
1.07,5.4675E-08
1.08,5.551E-08
1.09,5.6351E-08
1.1,5.7197E-08
1.11,5.8048E-08
1.12,5.8905E-08
1.13,5.9768E-08
1.14,6.0636E-08
1.15,6.151E-08
1.16,6.239E-08
1.17,6.3275E-08
1.18,6.4166E-08
1.19,6.5062E-08
1.2,6.5964E-08
1.21,6.6872E-08
1.22,6.7786E-08
1.23,6.8705E-08
1.24,6.9631E-08
1.25,7.0562E-08
1.26,7.1499E-08
1.27,7.2442E-08
1.28,7.3391E-08
1.29,7.4346E-08
1.3,7.5306E-08
1.31,7.6273E-08
1.32,7.7246E-08
1.33,7.8224E-08
1.34,7.9209E-08
1.35,8.0199E-08
1.36,8.1196E-08
1.37,8.2198E-08
1.38,8.3207E-08
1.39,8.4221E-08
1.4,8.5242E-08
1.41,8.6269E-08
1.42,8.7301E-08
1.43,8.834E-08
1.44,8.9385E-08
1.45,9.0436E-08
1.46,9.1493E-08
1.47,9.2556E-08
1.48,9.3626E-08
1.49,9.4701E-08
1.5,9.5783E-08
1.51,9.687E-08
1.52,9.7964E-08
1.53,9.9064E-08
1.54,1.00171E-07
1.55,1.01283E-07
1.56,1.02402E-07
1.57,1.03527E-07
1.58,1.04658E-07
1.59,1.05796E-07
1.6,1.0694E-07
1.61,1.0809E-07
1.62,1.09246E-07
1.63,1.10409E-07
1.64,1.11578E-07
1.65,1.12754E-07
1.66,1.13936E-07
1.67,1.15124E-07
1.68,1.16318E-07
1.69,1.17519E-07
1.7,1.18726E-07
1.71,1.1994E-07
1.72,1.2116E-07
1.73,1.22387E-07
1.74,1.23619E-07
1.75,1.24859E-07
1.76,1.26104E-07
1.77,1.27357E-07
1.78,1.28615E-07
1.79,1.2988E-07
1.8,1.31152E-07
1.81,1.3243E-07
1.82,1.33714E-07
1.83,1.35005E-07
1.84,1.36303E-07
1.85,1.37607E-07
1.86,1.38917E-07
1.87,1.40234E-07
1.88,1.41557E-07
1.89,1.42887E-07
1.9,1.44224E-07
1.91,1.45567E-07
1.92,1.46917E-07
1.93,1.48273E-07
1.94,1.49635E-07
1.95,1.51005E-07
1.96,1.5238E-07
1.97,1.53763E-07
1.98,1.55152E-07
1.99,1.56547E-07
2,1.57949E-07
2.01,1.59358E-07
2.02,1.60773E-07
2.03,1.62195E-07
2.04,1.63623E-07
2.05,1.65058E-07
2.06,1.66499E-07
2.07,1.67947E-07
2.08,1.69402E-07
2.09,1.70863E-07
2.1,1.72331E-07
2.11,1.73806E-07
2.12,1.75287E-07
2.13,1.76774E-07
2.14,1.78268E-07
2.15,1.79769E-07
2.16,1.81277E-07
2.17,1.82791E-07
2.18,1.84311E-07
2.19,1.85838E-07
2.2,1.87372E-07
2.21,1.88912E-07
2.22,1.90459E-07
2.23,1.92013E-07
2.24,1.93573E-07
2.25,1.95139E-07
2.26,1.96712E-07
2.27,1.98292E-07
2.28,1.99878E-07
2.29,2.01471E-07
2.3,2.03071E-07
2.31,2.04677E-07
2.32,2.06289E-07
2.33,2.07908E-07
2.34,2.09534E-07
2.35,2.11166E-07
2.36,2.12804E-07
2.37,2.14449E-07
2.38,2.16101E-07
2.39,2.17759E-07
2.4,2.19423E-07
2.41,2.21095E-07
2.42,2.22772E-07
2.43,2.24456E-07
2.44,2.26146E-07
2.45,2.27843E-07
2.46,2.29547E-07
2.47,2.31256E-07
2.48,2.32972E-07
2.49,2.34695E-07
2.5,2.36424E-07
2.51,2.38159E-07
2.52,2.39901E-07
2.53,2.41649E-07
2.54,2.43403E-07
2.55,2.45164E-07
2.56,2.46931E-07
2.57,2.48704E-07
2.58,2.50484E-07
2.59,2.52269E-07
2.6,2.54062E-07
2.61,2.5586E-07
2.62,2.57665E-07
2.63,2.59475E-07
2.64,2.61292E-07
2.65,2.63115E-07
2.66,2.64945E-07
2.67,2.6678E-07
2.68,2.68622E-07
2.69,2.7047E-07
2.7,2.72323E-07
2.71,2.74183E-07
2.72,2.76049E-07
2.73,2.77921E-07
2.74,2.79799E-07
2.75,2.81683E-07
2.76,2.83573E-07
2.77,2.85469E-07
2.78,2.8737E-07
2.79,2.89278E-07
2.8,2.91192E-07
2.81,2.93111E-07
2.82,2.95036E-07
2.83,2.96967E-07
2.84,2.98904E-07
2.85,3.00847E-07
2.86,3.02795E-07
2.87,3.04749E-07
2.88,3.06708E-07
2.89,3.08674E-07
2.9,3.10645E-07
2.91,3.12621E-07
2.92,3.14603E-07
2.93,3.16591E-07
2.94,3.18584E-07
2.95,3.20583E-07
2.96,3.22587E-07
2.97,3.24596E-07
2.98,3.26611E-07
2.99,3.28631E-07
3,3.30657E-07
3.01,3.32688E-07
3.02,3.34724E-07
3.03,3.36765E-07
3.04,3.38812E-07
3.05,3.40863E-07
3.06,3.4292E-07
3.07,3.44982E-07
3.08,3.47049E-07
3.09,3.49121E-07
3.1,3.51198E-07
3.11,3.5328E-07
3.12,3.55366E-07
3.13,3.57458E-07
3.14,3.59554E-07
3.15,3.61655E-07
3.16,3.63761E-07
3.17,3.65872E-07
